SIZE LAYERS EPOCH_0 EPOCH_1 EPOCH_2 EPOCH_3 EPOCH_4 F_UNTRUNC F_TRUNC F_TRUNC_SIG_TRUNC
25 15 8814 8944 9049 9071 9097 9097 9024 9024
25 16 7854 8959 8977 9025 9090 9090 8953 8953
25 17 8747 8989 9005 9037 9167 9167 9046 9046
25 18 8827 9007 9034 9049 9087 9087 8988 8988
25 19 8780 8973 9051 9144 9129 9129 8957 8957
25 20 8848 9047 9149 9161 9183 9183 9103 9103
26 1 1814 1907 2044 1795 1925 1925 1904 1904
26 2 2083 2099 2121 2981 2985 2985 2969 2969
26 3 5807 6028 5836 6056 5881 5881 5911 5911
26 4 7070 7057 7235 7227 7204 7204 7222 7222
26 5 7444 7656 7707 7819 7695 7695 7826 7826
26 6 7082 7173 7357 7311 7416 7416 7361 7361
26 7 7863 8336 8503 8401 8593 8593 8502 8502
26 8 8513 8744 8752 8794 8806 8806 8704 8704
26 9 8674 8904 8943 8987 8998 8998 8952 8952
26 10 8708 8812 8901 8983 8969 8969 8892 8892
26 11 8694 8824 8977 8979 9058 9058 8920 8920
26 12 8740 8950 8900 9010 9034 9034 8984 8984
26 13 8789 8954 8938 9027 8890 8890 8823 8823
26 14 8793 8963 9038 9112 9119 9119 9022 9022
26 15 8777 8982 9066 9119 9155 9155 9087 9087
26 16 8830 8988 9032 9114 9116 9116 9054 9054
26 17 8785 8990 9091 9121 9130 9130 9016 9016
26 18 8085 8906 9017 9073 9139 9139 9031 9031
26 19 8852 9001 9108 9091 9155 9155 9047 9047
26 20 8912 9075 9093 9157 9154 9154 9113 9113
27 1 2072 2067 2051 2093 2086 2086 2092 2092
27 2 3056 3060 3022 3027 3168 3168 2746 2746
27 3 4119 4645 4465 4655 4637 4637 4444 4444
27 4 6704 6635 6653 6869 6808 6808 6779 6779
27 5 7728 8069 8158 8346 8396 8396 8260 8260
27 6 8250 8443 8532 8391 8672 8672 8635 8635
27 7 8219 8402 8482 8496 8500 8500 8342 8342
27 8 8479 8652 8745 8821 8757 8757 8642 8642
27 9 8550 8738 8836 8820 8815 8815 8774 8774
27 10 8654 8823 8909 8935 8952 8952 8843 8843
27 11 8527 8771 8868 8886 8872 8872 8838 8838
27 12 8781 8905 9002 9097 9086 9086 8994 8994
27 13 8717 8816 8960 9017 9048 9048 9002 9002
27 14 8784 8853 8941 9043 9007 9007 8945 8945
27 15 8650 8880 8983 9040 9028 9028 8955 8955
27 16 8791 8950 8957 9041 9046 9046 8976 8976
27 17 8778 8947 9006 9083 9081 9081 9062 9062
27 18 8866 8978 9063 9119 9110 9110 9045 9045
27 19 8787 9063 9110 9177 9146 9146 9120 9120
27 20 8868 9029 9073 9130 9150 9150 9099 9099
28 1 1984 2008 1973 2041 2013 2013 1964 1964
28 2 2899 2988 3138 3065 3008 3008 3146 3146
28 3 5206 5368 5519 5476 5454 5454 5700 5700
28 4 5904 5995 5937 6011 6028 6028 6372 6372
28 5 7789 7964 7991 8043 8115 8115 8028 8028
28 6 8290 8623 8611 8687 8793 8793 8690 8690
28 7 8245 8305 8484 8445 8528 8528 8485 8485
28 8 8249 8624 8699 8674 8838 8838 8784 8784
28 9 8410 8825 8878 8843 8852 8852 8830 8830
28 10 8595 8750 8793 8866 8926 8926 8864 8864
28 11 8556 8800 8879 8985 8954 8954 8868 8868
28 12 8713 8786 8910 8926 9017 9017 8860 8860
28 13 8723 8903 8915 9003 8956 8956 8936 8936
28 14 8718 8956 9011 9092 9059 9059 9021 9021
28 15 8688 8880 8919 9003 9074 9074 8913 8913
28 16 8796 9060 9107 9129 9069 9069 9071 9071
28 17 7978 8133 8211 9107 9148 9148 9104 9104
28 18 8796 8972 9101 9115 9100 9100 8968 8968
28 19 8610 9004 9069 9065 9064 9064 8938 8938
28 20 8879 9075 9159 9213 9234 9234 9103 9103
