																																																													
7	2040	1948	3201	3603	5096	5605	6573	6936	7530	7577	8036	8233	8187	8184	8252	8619	8309	8496	8692	8178	8730	8619	8489	8191	8737	8502	8342	8485					7	0.2040	0.1948	0.3201	0.3603	0.5096	0.5605	0.6573	0.6936	0.7530	0.7577	0.8036	0.8233	0.8187	0.8184	0.8252	0.8619	0.8309	0.8496	0.8692	0.8178	0.8730	0.8619	0.8489	0.8191	0.8737	0.8502	0.8342	0.8485
6	1711	1754	3048	3484	5120	5485	6200	6729	7621	7282	7198	7948	8042	8064	8418	7918	8304	8335	8424	8144	8332	8294	8441	7876	6128	7361	8635	8690					6	0.1711	0.1754	0.3048	0.3484	0.5120	0.5485	0.6200	0.6729	0.7621	0.7282	0.7198	0.7948	0.8042	0.8064	0.8418	0.7918	0.8304	0.8335	0.8424	0.8144	0.8332	0.8294	0.8441	0.7876	0.6128	0.7361	0.8635	0.8690
5	2032	1750	2701	3625	4776	5310	6357	6434	7157	7065	7501	6267	7667	5940	7980	7599	7308	7368	6681	8295	7544	7990	7501	7227	7877	7826	8260	8028					5	0.2032	0.1750	0.2701	0.3625	0.4776	0.5310	0.6357	0.6434	0.7157	0.7065	0.7501	0.6267	0.7667	0.5940	0.7980	0.7599	0.7308	0.7368	0.6681	0.8295	0.7544	0.7990	0.7501	0.7227	0.7877	0.7826	0.8260	0.8028
4	1716	1944	3053	3542	4536	5091	5587	6312	6120	6698	6812	6657	6673	6180	6158	6295	6721	7643	6090	6687	5782	7297	5861	6242	5328	7222	6779	6372					4	0.1716	0.1944	0.3053	0.3542	0.4536	0.5091	0.5587	0.6312	0.6120	0.6698	0.6812	0.6657	0.6673	0.6180	0.6158	0.6295	0.6721	0.7643	0.6090	0.6687	0.5782	0.7297	0.5861	0.6242	0.5328	0.7222	0.6779	0.6372
3	1444	2152	2455	3479	4147	4138	5245	4904	4941	4427	6217	3027	5669	5895	5826	4912	3683	6489	4504	4117	3652	3896	4687	3802	4896	5911	4444	5700					3	0.1444	0.2152	0.2455	0.3479	0.4147	0.4138	0.5245	0.4904	0.4941	0.4427	0.6217	0.3027	0.5669	0.5895	0.5826	0.4912	0.3683	0.6489	0.4504	0.4117	0.3652	0.3896	0.4687	0.3802	0.4896	0.5911	0.4444	0.5700
2	1764	1932	2555	3112	3256	3397	3873	3994	3756	3656	4249	3446	3089	3872	3633	3615	3639	2199	2972	3037	4053	3007	2953	3673	3014	2969	2746	3146					2	0.1764	0.1932	0.2555	0.3112	0.3256	0.3397	0.3873	0.3994	0.3756	0.3656	0.4249	0.3446	0.3089	0.3872	0.3633	0.3615	0.3639	0.2199	0.2972	0.3037	0.4053	0.3007	0.2953	0.3673	0.3014	0.2969	0.2746	0.3146
1	1703	1766	2069	1814	2288	1815	1961	1947	2534	2257	2048	2567	1930	2078	2000	1135	1550	2628	2625	2644	2073	1976	1903	1805	2475	1904	2092	1964					1	0.1703	0.1766	0.2069	0.1814	0.2288	0.1815	0.1961	0.1947	0.2534	0.2257	0.2048	0.2567	0.1930	0.2078	0.2000	0.1135	0.1550	0.2628	0.2625	0.2644	0.2073	0.1976	0.1903	0.1805	0.2475	0.1904	0.2092	0.1964
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28						1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
																																																													
																																																													
20	2032	2013	3039	3599	5250	6036	6880	7577	8223	8317	8648	8777	8828	8907	9062	9073	9101	9044	9042	9079	9131	9091	8985	9135	9127	9018	9153	8232		MAX	9155		20	0.2032	0.2013	0.3039	0.3599	0.5250	0.6036	0.6880	0.7577	0.8223	0.8317	0.8648	0.8777	0.8828	0.8907	0.9062	0.9073	0.9101	0.9044	0.9042	0.9079	0.9131	0.9091	0.8985	0.9135	0.9127	0.9018	0.9153	0.8232
19	2040	2026	3116	3893	5279	5975	7089	7577	8166	8389	8467	8734	8517	8836	9054	8773	8897	9054	9155	8916	9051	9102	8971	9064	9028	9091	9072	8961		MIN	1327		19	0.2040	0.2026	0.3116	0.3893	0.5279	0.5975	0.7089	0.7577	0.8166	0.8389	0.8467	0.8734	0.8517	0.8836	0.9054	0.8773	0.8897	0.9054	0.9155	0.8916	0.9051	0.9102	0.8971	0.9064	0.9028	0.9091	0.9072	0.8961
18	1764	1897	3065	3106	5198	6236	7043	7536	8264	8307	8601	8701	8736	8946	8805	9027	9023	9064	8992	8982	9014	9060	8980	8975	9066	9062	9089	9026					18	0.1764	0.1897	0.3065	0.3106	0.5198	0.6236	0.7043	0.7536	0.8264	0.8307	0.8601	0.8701	0.8736	0.8946	0.8805	0.9027	0.9023	0.9064	0.8992	0.8982	0.9014	0.9060	0.8980	0.8975	0.9066	0.9062	0.9089	0.9026
17	2040	1997	3019	3652	5245	5942	7060	7573	8130	8350	8505	8691	8783	8861	8906	8950	8962	8989	8997	8963	9067	9058	9002	8984	9001	9043	9056	9033					17	0.2040	0.1997	0.3019	0.3652	0.5245	0.5942	0.7060	0.7573	0.8130	0.8350	0.8505	0.8691	0.8783	0.8861	0.8906	0.8950	0.8962	0.8989	0.8997	0.8963	0.9067	0.9058	0.9002	0.8984	0.9001	0.9043	0.9056	0.9033
16	2040	1773	3379	3399	5105	5773	7109	7343	8119	8365	8347	8603	8841	8790	8878	9047	8887	9066	9081	9022	9011	8939	8991	9110	9038	8955	9052	9050					16	0.2040	0.1773	0.3379	0.3399	0.5105	0.5773	0.7109	0.7343	0.8119	0.8365	0.8347	0.8603	0.8841	0.8790	0.8878	0.9047	0.8887	0.9066	0.9081	0.9022	0.9011	0.8939	0.8991	0.9110	0.9038	0.8955	0.9052	0.9050
15	1756	2036	2893	3692	4860	6064	7110	7319	8080	8237	8419	8711	8708	8914	8991	8883	8887	8862	8992	9011	8959	8809	8956	8991	8901	8902	9030	9073					15	0.1756	0.2036	0.2893	0.3692	0.4860	0.6064	0.7110	0.7319	0.8080	0.8237	0.8419	0.8711	0.8708	0.8914	0.8991	0.8883	0.8887	0.8862	0.8992	0.9011	0.8959	0.8809	0.8956	0.8991	0.8901	0.8902	0.9030	0.9073
14	2040	2014	3130	3133	5321	5858	6965	7448	8037	8220	8568	8714	8799	8830	8924	8949	8936	8976	9041	8912	8937	8895	8913	8984	9056	8913	9021	8976					14	0.2040	0.2014	0.3130	0.3133	0.5321	0.5858	0.6965	0.7448	0.8037	0.8220	0.8568	0.8714	0.8799	0.8830	0.8924	0.8949	0.8936	0.8976	0.9041	0.8912	0.8937	0.8895	0.8913	0.8984	0.9056	0.8913	0.9021	0.8976
13	1720	1972	3076	3684	5278	6054	6905	7286	8142	8259	8531	8496	8738	8692	8802	8810	8842	8896	8813	8888	8850	8727	9025	8950	8960	8926	8980	9063					13	0.1720	0.1972	0.3076	0.3684	0.5278	0.6054	0.6905	0.7286	0.8142	0.8259	0.8531	0.8496	0.8738	0.8692	0.8802	0.8810	0.8842	0.8896	0.8813	0.8888	0.8850	0.8727	0.9025	0.8950	0.8960	0.8926	0.8980	0.9063
12	2032	1966	3228	3746	4921	5990	6840	7378	7942	8122	8434	8610	8704	8708	8872	8845	8809	8716	8869	8806	8856	8987	8785	8910	9005	8963	9002	8899					12	0.2032	0.1966	0.3228	0.3746	0.4921	0.5990	0.6840	0.7378	0.7942	0.8122	0.8434	0.8610	0.8704	0.8708	0.8872	0.8845	0.8809	0.8716	0.8869	0.8806	0.8856	0.8987	0.8785	0.8910	0.9005	0.8963	0.9002	0.8899
11	1720	1993	3067	3417	5219	5859	6890	7357	7752	8121	8245	8428	8528	8641	8691	8810	8840	8800	8861	8837	8813	8720	8915	8982	8931	9009	8876	8912					11	0.1720	0.1993	0.3067	0.3417	0.5219	0.5859	0.6890	0.7357	0.7752	0.8121	0.8245	0.8428	0.8528	0.8641	0.8691	0.8810	0.8840	0.8800	0.8861	0.8837	0.8813	0.8720	0.8915	0.8982	0.8931	0.9009	0.8876	0.8912
10	1711	2023	3343	3802	5267	6074	6828	7105	7781	8094	8343	8451	8623	8631	8608	8607	8701	8795	8902	8879	8773	8827	8830	8728	8897	8873	8547	8739					10	0.1711	0.2023	0.3343	0.3802	0.5267	0.6074	0.6828	0.7105	0.7781	0.8094	0.8343	0.8451	0.8623	0.8631	0.8608	0.8607	0.8701	0.8795	0.8902	0.8879	0.8773	0.8827	0.8830	0.8728	0.8897	0.8873	0.8547	0.8739
9	1450	1853	3345	3477	5008	5769	6614	7048	7567	7921	8384	8419	8071	8746	8513	8680	8393	8553	8823	8557	8760	8791	8686	8834	8906	8711	8800	8823					9	0.1450	0.1853	0.3345	0.3477	0.5008	0.5769	0.6614	0.7048	0.7567	0.7921	0.8384	0.8419	0.8071	0.8746	0.8513	0.8680	0.8393	0.8553	0.8823	0.8557	0.8760	0.8791	0.8686	0.8834	0.8906	0.8711	0.8800	0.8823
8	2040	1917	3074	3441	5072	5805	6714	6958	7814	7846	8140	8091	8055	8289	8311	8685	8408	8621	8736	8700	8764	8714	8727	8410	8585	8801	8498	8593					8	0.2040	0.1917	0.3074	0.3441	0.5072	0.5805	0.6714	0.6958	0.7814	0.7846	0.8140	0.8091	0.8055	0.8289	0.8311	0.8685	0.8408	0.8621	0.8736	0.8700	0.8764	0.8714	0.8727	0.8410	0.8585	0.8801	0.8498	0.8593
7	1444	1362	3152	3793	5116	5596	6484	6938	7733	7889	8026	8280	7713	8240	8464	8457	8661	8486	8103	8612	8221	8467	8710	7857	8637	8628	8671	8668					7	0.1444	0.1362	0.3152	0.3793	0.5116	0.5596	0.6484	0.6938	0.7733	0.7889	0.8026	0.8280	0.7713	0.8240	0.8464	0.8457	0.8661	0.8486	0.8103	0.8612	0.8221	0.8467	0.8710	0.7857	0.8637	0.8628	0.8671	0.8668
6	2032	2054	3165	3502	4917	5453	6605	6690	7195	7189	7299	7835	8345	8319	8230	8211	7998	8333	7341	8496	8625	8268	8235	8722	8169	7428	8491	8266					6	0.2032	0.2054	0.3165	0.3502	0.4917	0.5453	0.6605	0.6690	0.7195	0.7189	0.7299	0.7835	0.8345	0.8319	0.8230	0.8211	0.7998	0.8333	0.7341	0.8496	0.8625	0.8268	0.8235	0.8722	0.8169	0.7428	0.8491	0.8266
5	2032	2029	3270	3437	4822	5151	6091	6273	7250	7081	7199	7662	7858	7861	7356	8095	8052	8235	8171	8040	8154	8332	8246	8054	8271	6503	6619	8036					5	0.2032	0.2029	0.3270	0.3437	0.4822	0.5151	0.6091	0.6273	0.7250	0.7081	0.7199	0.7662	0.7858	0.7861	0.7356	0.8095	0.8052	0.8235	0.8171	0.8040	0.8154	0.8332	0.8246	0.8054	0.8271	0.6503	0.6619	0.8036
4	1327	1960	3331	3066	4233	4869	5815	6190	6493	6666	6580	6535	7431	6195	7510	7152	7123	6048	7712	3453	6983	6173	6496	5822	4808	7062	6469	6341					4	0.1327	0.1960	0.3331	0.3066	0.4233	0.4869	0.5815	0.6190	0.6493	0.6666	0.6580	0.6535	0.7431	0.6195	0.7510	0.7152	0.7123	0.6048	0.7712	0.3453	0.6983	0.6173	0.6496	0.5822	0.4808	0.7062	0.6469	0.6341
3	1387	1829	2995	3323	4000	3992	5286	4696	5908	4440	5222	3333	6174	5611	5046	5581	5804	3628	2880	3218	5343	2991	2053	4154	6215	5980	2934	4937					3	0.1387	0.1829	0.2995	0.3323	0.4000	0.3992	0.5286	0.4696	0.5908	0.4440	0.5222	0.3333	0.6174	0.5611	0.5046	0.5581	0.5804	0.3628	0.2880	0.3218	0.5343	0.2991	0.2053	0.4154	0.6215	0.5980	0.2934	0.4937
2	1703	1708	2944	3047	3629	3388	3301	3857	3824	4128	4338	2114	4352	4026	3212	3420	4352	3391	3651	3323	2971	2936	3713	2928	4070	2969	3956	2396					2	0.1703	0.1708	0.2944	0.3047	0.3629	0.3388	0.3301	0.3857	0.3824	0.4128	0.4338	0.2114	0.4352	0.4026	0.3212	0.3420	0.4352	0.3391	0.3651	0.3323	0.2971	0.2936	0.3713	0.2928	0.4070	0.2969	0.3956	0.2396
1	1442	1581	2012	2181	2614	2658	2967	1946	2705	2150	2063	1768	2262	2376	2396	1980	1888	2332	2065	2087	2138	2380	2440	2341	1850	1899	2085	2180					1	0.1442	0.1581	0.2012	0.2181	0.2614	0.2658	0.2967	0.1946	0.2705	0.2150	0.2063	0.1768	0.2262	0.2376	0.2396	0.1980	0.1888	0.2332	0.2065	0.2087	0.2138	0.2380	0.2440	0.2341	0.1850	0.1899	0.2085	0.2180
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28						1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
																																																													
																																																													
20	316	115	-337	-94	184	16	63	-50	112	798	26	167	-55	44	58	5	67	32	-22	38	28	9	-35	31	24	-95	54	-871																																	
19	337	-66	-244	66	175	-124	156	-130	-103	-25	-95	82	-412	-69	62	-259	-65	84	141	636	-57	93	-138	15	71	44	-48	23																																	
18	0	-134	-161	-383	205	286	11	43	49	192	106	108	145	75	-108	122	53	4	-29	-63	86	-65	-37	-93	78	31	44	58																																	
17	320	1	-71	633	136	-150	-32	29	-1	265	-21	843	86	-42	-61	-31	39	-28	68	-29	-18	-32	49	-56	-45	27	-6	-71																																	
16	0	-365	107	-306	60	-169	49	16	76	16	-127	-58	18	-1	-16	51	-51	162	51	-21	13	-89	-21	70	85	-99	76	-21																																	
15	0	77	-442	229	-581	30	538	-218	-43	62	-53	139	-12	53	-114	-74	-1	-89	20	110	-100	-116	-28	-9	-123	-185	75	160																																	
14	0	-52	-252	-377	262	-191	-73	-52	-6	-83	217	132	299	65	189	-74	-41	169	6	-1	-47	-51	48	19	104	-109	76	-45																																	
13	-36	-35	-119	96	125	8	98	-70	111	135	207	52	96	-104	54	-15	-118	60	-98	-42	-61	-82	74	31	36	103	-22	127																																	
12	-8	133	43	156	-128	154	-32	67	-6	-34	41	-8	19	67	257	111	-96	-206	-43	-85	-70	99	-198	-16	78	-21	8	39																																	
11	17	35	-169	-318	123	100	15	16	-145	122	-193	-37	-144	-81	99	122	-4	-117	40	-40	196	-210	-3	58	140	89	38	44																																	
10	108	164	-37	458	58	348	118	-247	-177	238	15	358	32	-20	-154	-52	-4	68	46	14	61	65	-49	-89	-42	-19	-296	-125																																	
9	-314	-187	9	-212	-42	-113	1	-139	-360	172	185	-55	-504	110	-39	53	-257	-159	54	-203	-31	-8	-147	31	92	-241	26	-7																																	
8	320	-188	207	-61	46	125	-80	-77	68	32	14	-44	-153	-321	-325	12	-246	-29	212	356	76	4	126	-368	-242	97	-144	-191																																	
7	-596	-586	-49	190	20	-9	-89	2	203	312	-10	47	-474	56	212	-162	352	-10	-589	434	-509	-152	221	-334	-100	126	329	183																																	
6	321	300	117	18	-203	-32	405	-39	-426	-93	101	-113	303	255	-188	293	-306	-2	-1083	352	293	-26	-206	846	2041	67	-144	-424																																	
5	0	279	569	-188	46	-159	-266	-161	93	16	-302	1395	191	1921	-624	496	744	867	1490	-255	610	342	745	827	394	-1323	-1641	8																																	
4	-389	16	278	-476	-303	-222	228	-122	373	-32	-232	-122	758	15	1352	857	402	-1595	1622	-3234	1201	-1124	635	-420	-520	-160	-310	-31																																	
3	-57	-323	540	-156	-147	-146	41	-208	967	13	-995	306	505	-284	-780	669	2121	-2861	-1624	-899	1691	-905	-2634	352	1319	69	-1510	-763																																	
2	-61	-224	389	-65	373	-9	-572	-137	68	472	89	-1332	1263	154	-421	-195	713	1192	679	286	-1082	-71	760	-745	1056	0	1210	-750																																	
1	-261	-185	-57	367	326	843	1006	-1	171	-107	15	-799	332	298	396	845	338	-296	-560	-557	65	404	537	536	-625	-5	-7	216																																	
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28																																	
